run_id,correct_answer,question,answer_option0,answer_option1,answer_option2,answer_option3,answer_option4
319749,1,Charity is giving the thumbs-up sign. Joy is sighing. Cliff is looking embarrassed. Which of them is most likely feeling enthusiasm?,Rob,Charity,Daisy,Cliff,Joy
189393,1,"Of these things, pick the one which is usually tinier than the others.",crib,Leporidae,sink,gasoline tank,manger
264322,0,"Given that in order for an animal to perform an animal activity, it must have a vocal fold, in order for an animal to play the doer role in ______, it must have a vocal fold.",booing,visual perception done by a human,blowing a raspberry,smelling,punching
159186,0,Which of the following is 10 centuries after 0:30 p.m. on day number 22 in November 1963?,"0:30 p.m. on November 22, 2963","0:30 p.m. on December 2, 1963","10:30 p.m. on November 22, 1963","0:30 p.m. on November 22, 1953","0:30 p.m. on November 22, 1973"
319770,3,Charity is performing a dance motion. Joy is waving. Cliff is telling stories. Which of them is most likely feeling merriness?,Joy,Rob,Cliff,Charity,Daisy
329336,4,Pick the one which is typically the slowest.,Boeing 747,personal watercraft,Formula 1 race car,steam locomotive,tree
181856,0,Which of the following is 9 hours after 11:44 a.m. on day number 30 in July 1900?,"8:44 p.m. on July 30, 1900","11:44 a.m. on July 30, 1990","11:44 a.m. on July 30, 1810","11:53 a.m. on July 30, 1900","11:35 a.m. on July 30, 1900"
296125,0,April missed a call at 12 a.m.. She returned it 11 hours later. When did she return the call?,11 a.m.,5 a.m.,8 a.m.,9 a.m.,noon
336408,4,Melody was embraced by Rob. Joy kicked Rob. Who did something affecting Rob?,Cliff,Charity,Rob,Daisy,Joy
214708,0,Rosalyn is coming to your house for dinner. She is an adherent of the vegan diet program. What shouldn't you prepare for dinner?,pork,arugula,vegan hot dogs,soybean,Plum tomato
259199,2,"Cherry needs ice cream makers, pits, and hardware tools. She already has hardware tools and pits. Where should she go?",bait and tackle shop,toy store,appliance store,butcher shop,pet store
329304,0,Which of these isn't usually faster than any of the others?,Bactrian camel,steam locomotive,bullet train,B-52 bomber,Boeing 747
319763,1,Cliff is blushing. Daisy is looking unconvinced. Rob is kissing. Which of them is most likely feeling romantic love?,Joy,Rob,Charity,Daisy,Cliff
320338,1,Cliff is tittering. Joy is expressing hope. Rob is expressing love. Which of them is most likely feeling cheer?,Joy,Cliff,Daisy,Rob,Charity
296034,2,April missed a call at 4 a.m.. She returned it 2 hours later. When did she return the call?,10 p.m.,11 p.m.,6 a.m.,6 p.m.,8 p.m.
319797,3,Joy is Irish step dancing. Daisy is clenching one’s fists. Charity is expressing silliness. Which of them is most likely feeling frustration?,Charity,Joy,Rob,Daisy,Cliff
320340,0,Daisy is expressing curiosity. Charity is shaking hands. Rob is whipping. Which of them is most likely feeling coldness?,Rob,Charity,Cliff,Joy,Daisy
319815,3,Charity is jumping up and down. Daisy is origami. Rob is nodding. Which of them is most likely feeling enthusiasm?,Cliff,Rob,Daisy,Charity,Joy
328989,2,Pick the thing which is typically slower than all the others.,steam locomotive,Porsche 911 Series,giant sequoia,diesel locomotive,F-16 fighting falcon
320185,0,Charity is receiving. Cliff is pointing a finger. Daisy is cheer-leading. Which of them is most likely feeling irritability?,Cliff,Rob,Daisy,Joy,Charity
296090,4,April missed a call at 12 a.m.. She returned it 7 hours later. When did she return the call?,6 a.m.,5 p.m.,8 p.m.,7 p.m.,7 a.m.
320408,4,Cliff is celebrating. Charity is expressing enjoyment. Charity is expressing embarrassment. Which of them is most likely feeling merriness?,Rob,Daisy,Charity,Joy,Cliff
214798,0,It's too bad Bobby served ______. Everybody at the party follows the vegan diet.,ground meat,lumber,honeyberry,Adams Pearmain apple,banana
259875,2,"Cherry needs Nike clothing, trowels, and lamb. She already has trowels and Nike clothing. Where should she go?",bait and tackle shop,sporting goods store,grocery store,appliance store,cosmetics and beauty supply store
264284,2,Bandit is a snake. How many mouths does he have?,0,6,1,5,10
263624,2,Duke bet Ginger that no Orinoco goose is pasta. Ginger is an astronomer. Duke is a pediatric medicine specialist. Which of them won the bet?,librarian,brewer,pediatrician,astronomer,CIA agent
181914,2,Which of the following is 2 weeks after 1:05 p.m. on day number 30 in June 1841?,"11:05 a.m. on June 30, 1841","1:05 p.m. on June 30, 1839","1:05 p.m. on July 14, 1841","1:05 p.m. on June 28, 1839","1:05 p.m. on June 30, 1641"
320539,1,Joy is looking downward. Daisy is dancing. Charity is relaxing a muscle. Which of them is most likely feeling solemnity?,Daisy,Joy,Charity,Cliff,Rob
324696,4,"In U.S. autumn, Cliff visits the campground every day. In U.S. summer, Cliff visits the financial district every day. Where will Cliff go on August 22?",the shipyard,the graveyard,the botanical garden,the campground,the financial district
263995,3,Duke bet Ginger that no sea is an educational institution. Ginger is a short-order cook. Duke is an appraiser. Which of them won the bet?,short-order cook,doctor,real estate agent,appraiser,pianist
182395,4,"Which of the following is 7 weeks after 5:30 p.m. on October 24, 1929?","5:37 p.m. on October 24, 1929","5:30 p.m. on May 24, 1930","5:30 p.m. on October 31, 1929","0:30 a.m. on October 25, 1936","5:30 p.m. on December 12, 1929"
300641,2,Rob toasted Will. Joy shamed Will. Who made Will feel proud?,Joy,Daisy,Rob,Charity,Cliff
294745,0,April missed a call at 2 p.m.. She returned it 10 hours later. When did she return the call?,12 a.m.,9 p.m.,1 p.m.,7 a.m.,10 a.m.
189712,1,Pick the one which isn't usually larger than any of the others.,dresser,Siberian Husky,bookcase,Egyptian pyramid,refrigerator
182307,3,Which of the following is 5 weeks after 10:22 p.m. on the 22nd of November 1922?,"10:22 p.m. on November 22, 1422","3:22 a.m. on November 23, 1927","10:22 p.m. on November 22, 1872","10:22 p.m. on December 27, 1922","10:22 p.m. on November 22, 1927"
294781,3,April missed a call at 5 a.m.. She returned it 10 hours later. When did she return the call?,7 p.m.,1 a.m.,11 p.m.,3 p.m.,4 a.m.
290233,4,______ typically last tens of minutes.,January 30ths,July seconds,March 28ths,August 25ths,emergency medical treatments
258887,4,"Cherry needs vodka, small appliances, and microwave ovens. She already has small appliances and vodka. Where should she go?",bicycle shop,hair salon,clothing store,grocery store,appliance store
193516,4,The word “crab” has ______ letters?,7,5,10,11,4
296095,4,April missed a call at 10 a.m.. She returned it 11 hours later. When did she return the call?,8 a.m.,2 a.m.,10 p.m.,4 a.m.,9 p.m.
182363,2,"Which of the following is 8 hours after 5:25 p.m. on November 16, 1820?","5:25 p.m. on November 16, 1900","5:25 p.m. on November 8, 1812","1:25 a.m. on November 17, 1820","9:25 a.m. on November 16, 1820","5:17 p.m. on November 16, 1820"
336035,1,"In Strange Town, you're only allowed to play a team sport in the graveyard, you're only allowed to engage in politics in the shipyard, and you're only allowed to play board games in the theater district. Cliff is sit-in. Where is Cliff?",the theater district,the shipyard,the town square,the graveyard,the botanical garden
263999,4,Ginger bet Duke that no auto is a traditional continent. Ginger is a retail sales clerk. Duke is a prosecutor. Which of them won the bet?,prosecutor,farmer,astronomer,author,retail sales clerk
319942,4,"In Yellow Town, every liquor shop is dark nigrosin violet, every bait and tackle shop is deep violet, and every furniture shop is amber. Olive needs a table. What color store could she get it at?",bluish violet,dark dull bluish violet,yellow,brown,amber
301015,0,Joy mocked Will. Charity rescued someone Will. Who made Will feel grateful?,Charity,Rob,Cliff,Daisy,Joy
324960,3,"In U.S. spring, Rob visits the graveyard every day. In U.S. winter, Rob visits the park every day. Where will Rob go on February 25?",the theater district,the shipyard,the forest,the park,the graveyard
319923,3,"In Green Town, every drug store is mustard brown, every bike shop is deep red brown, and every lawn and garden store is carmine. Sapphire needs a weedeater. What color store could she get it at?",dull reddish brown,brown,orange,carmine,mustard brown
263983,4,Duke bet Ginger that no single car garage is an Egyptian goose. Ginger is a cowgirl. Duke is a banker. Which of them won the bet?,manager,psychiatrist,cowgirl,secretary,banker
162340,0,Which of the following is 9 years after 5:11 a.m. on the third of September 1926?,"5:11 a.m. on September 3, 1935","5:02 a.m. on September 3, 1926","2:11 p.m. on September 3, 1935","5:11 a.m. on August 25, 1926","5:11 a.m. on September 3, 1836"
261088,2,"In Dill town, you can only buy fruits at Cherry's Store, and you can only buy flesh at Pepper's Store. In a strange coincidence, any time Basil is at Cherry's Store, Lily is at Rose's Store, and any time he is at Pepper's Store, she is at Rose's Store. Basil is buying dragonfruits. Where is Lily?",Cherry's Store,Rosemary's Store,Rose's Store,Carrot's Store,Pepper's Store
182368,2,Which of the following is 9 centuries after 6:45 a.m. on day number 25 in September 1819?,"6:45 a.m. on September 25, 1729","6:45 a.m. on June 25, 1820","6:45 a.m. on September 25, 2719","6:54 a.m. on September 25, 1819","6:45 a.m. on September 25, 1828"
264160,3,Ginger bet Duke that no cereal is whey. Ginger is a pediatrician. Duke is a florist. Which of them won the bet?,travel agent,basketball coach,teacher,pediatrician,florist
189705,4,Pick the thing which wouldn't be bigger than any of the others.,stadium,naval ship,factory building,Egyptian pyramid,wild weasel
143951,1,Which of the following precedes December?,4 a.m.,November,winter,8 p.m.,10 a.m.
260090,2,"Cherry needs saturn, sourdough bread, and bunks. She already has saturn and sourdough bread. Where should she go?",grocery store,appliance store,furniture store,confectionery,hardware store
294287,4,April received a letter in November. She answered it 7 months later. When did she answer the letter?,October,February,December,September,June
263330,0,Duke bet Ginger that no blue-winged goose is Long-tailed Weasel. Ginger is a hydrocarbon production employee. Duke is a school teacher. Which of them won the bet?,school teacher,hydrocarbon production employee,doorman,academic,mathematician
214750,1,What is prohibited by a vegan diet program?,rice cake,Monterey Jack,cocktail,carambola fruit,edible fruit
294735,1,April missed a call at 6 p.m.. She returned it 4 hours later. When did she return the call?,4 p.m.,10 p.m.,1 p.m.,4 a.m.,2 p.m.
189901,3,Pick the one which wouldn't be bigger than the others.,giraffe,elephant,two-car garage,grave,car
301052,0,Joy chastised Will. Rob honoured Will. Who made Will feel proud?,Rob,Charity,Joy,Cliff,Daisy
260283,1,"Cherry needs furnaces, dry vermouth, and watermelons. She already has watermelons and furnaces. Where should she go?",pet store,liquor store,bicycle shop,toy store,hair salon
320518,0,Joy is acting touched. Cliff is receiving. Rob is expressing admiration. Which of them is most likely feeling generous-emotion?,Cliff,Joy,Daisy,Charity,Rob
190244,4,Pick the one which isn't usually bigger than any of the others.,gasoline tank,wicker basket,built-in stove,wine cask,skunk
294131,2,April received a letter on Monday. She answered it 3 days later. On which day did she answer the letter?,Saturday,Tuesday,Thursday,Sunday,Friday
189412,4,"Of these things, pick the one which is typically the tiniest.",teapot,bowl,paper bag,wine bottle,beer can
262702,2,"In Dill town, you can only buy fruit at Carrot's Store, and you can only buy herbs at Cherry's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Rosemary's Store, and any time he is at Cherry's Store, she is at Pepper's Store. Basil is buying ugli fruits. Where is Lily?",Rose's Store,Cherry's Store,Rosemary's Store,Carrot's Store,Pepper's Store
297127,4,"Only males who like ripe mangos are allowed on the rugby team. Only females who like cherries are allowed on the baseball team. Daisy's foster son, Billie, likes all orange fruits. Which team could Billie join?",the basketball team,the hockey team,the baseball team,the soccer team,the rugby team
190270,2,Pick the one which would be the smallest.,bucket,luggage,adult mouse,roasting pan,urn
214934,3,It's too bad Bobby served ______. Everybody at the party follows the vegetarian diet program.,beverage,pickle,fruit of the cashew tree,mammal meat,molecule of fat
296258,3,April missed a call at 5 p.m.. She returned it 9 hours later. When did she return the call?,12 a.m.,7 a.m.,1 p.m.,2 a.m.,8 p.m.
320305,3,Daisy is telling stories. Charity is opposing. Rob is groaning. Which of them is most likely feeling camaraderie?,Charity,Cliff,Joy,Daisy,Rob
300620,4,Rob denigrated Will. Charity helped out Will. Who made Will feel happy?,Joy,Daisy,Cliff,Rob,Charity
294460,2,April missed a call at 2 a.m.. She returned it 10 hours later. When did she return the call?,7 p.m.,8 a.m.,noon,11 a.m.,9 p.m.
300405,1,Joy advised Will. Charity excoriated Will. Who made Will feel embarrassed?,Rob,Charity,Cliff,Joy,Daisy
263374,0,Duke bet Ginger that no meat and legume food group is a pina colada. Ginger is a lead guitarist. Duke is a Professional cook. Which of them won the bet?,Professional cook,fisherman,lead guitarist,psychoanalyst,cowpoke
297170,2,"Only males who like McIntosh apples are allowed on the basketball team. Only females who like eggplants are allowed on the baseball team. Daisy's girl, Billie, likes all mauve fruits. Which team could Billie join?",the rugby team,the soccer team,the baseball team,the basketball team,the hockey team
319792,1,Charity is holding hands. Cliff is acting violently. Charity is looking embarrassed. Which of them is most likely feeling abhorrence?,Joy,Cliff,Rob,Charity,Daisy
319965,2,"In Green Town, every drugstore is baby blue, every market is bronze, and every pet store is dull yellow. Amythest needs cat food. What color store could she get it at?",red,bronze,dull yellow,orange,light turquoise blue
301086,0,Daisy helped Will. Joy excoriated Will. Who made Will feel happy?,Daisy,Charity,Cliff,Rob,Joy
160016,2,Which of the following is 7 weeks after 5:11 a.m. on day number 3 in September 1926?,"5:11 a.m. on April 3, 1927","0:11 p.m. on September 3, 1926","5:11 a.m. on October 22, 1926","5:04 a.m. on September 3, 1926","5:11 a.m. on August 27, 1926"
215025,1,Rosalyn is coming to your house for dinner. She is an adherent of the vegetarian diet program. What should you not serve her?,waffle,t-bone steak,Viennese Potato salad,McIntosh apple,meat-free burgers
319778,2,Daisy is flamenco dancing. Daisy is appearing worried. Rob is waving a flag. Which of them is most likely feeling pride?,Charity,Daisy,Rob,Cliff,Joy
300446,4,Joy toasted Will. Daisy lampooned Will. Who made Will feel proud?,Cliff,Charity,Rob,Daisy,Joy
194249,1,You write the word “weasel” with ______ letters.,10,6,8,3,5
320149,2,Charity is looking surprised. Rob is gritting one’s teeth. Charity is trying to make friends. Which of them is most likely feeling stress?,Daisy,Cliff,Rob,Joy,Charity
320533,2,Daisy is expressing impatience. Joy is making a victory gesture. Charity is expressing loneliness. Which of them is most likely feeling triumph?,Charity,Rob,Joy,Cliff,Daisy
336400,2,Charity was beheaded by Daisy. Melody discommoded Daisy. Who did something affecting Daisy?,Rob,Cliff,Melody,Joy,Daisy
294426,4,April missed a call at 3 a.m.. She returned it 2 hours later. When did she return the call?,6 p.m.,7 a.m.,5 p.m.,2 p.m.,5 a.m.
290433,4,______ typically last between 5 and 10 minutes.,September sevenths,November eighths,Febuary eighteenths,March elevenths,inflamed ear canal tests
264328,3,"In order for an animal to play the doer role in ______, it must have a taste bud.",secretion of lacrimal fluid,writing by hand,biting,tasting,hanging one’s head
263280,0,Ginger bet Duke that no strip mall is Sheldgoose. Ginger is a computer programmer. Duke is a banker. Which of them won the bet?,computer programmer,drug dealer,banker,carpenter,lead guitarist
319164,3,Joy is expressing indifference. Charity is making obscene gestures. Daisy is looking touched. Which of them is most likely feeling outrage?,Joy,Cliff,Rob,Charity,Daisy
190269,3,Pick the thing which would be the tiniest.,drinking bottle,grapefruit,baby bottle,ripe red delicious apple,eyewear
320110,4,Cliff is leaping. Daisy is avoiding. Charity is covering one’s face. Which of them is most likely feeling humiliation?,Cliff,Rob,Daisy,Joy,Charity
296263,3,April missed a call at 4 a.m.. She returned it 4 hours later. When did she return the call?,3 a.m.,6 a.m.,1 p.m.,8 a.m.,10 p.m.
189467,4,Which of these things is usually larger than the others?,chest freezer,adult,bookcase,pepper shaker,cow
313419,3,Rob rescued Cliff. Who performed the action?,Cliff,Charity,rescuing,Rob,Joy
320094,2,Charity is aiding. Joy is sneering. Rob is expressing desperation. Which of them is most likely feeling abhorrence?,Charity,Cliff,Joy,Rob,Daisy
214763,0,What is prohibited by a vegan diet?,lamb,green grape,flax fruit,pumpkin,sweet potato
260049,1,"Cherry needs earbuds, cooking range slide in, and celeries. She already has cooking range slide in and celeries. Where should she go?",sporting goods store,electronics store,cosmetics and beauty supply store,bakery,bait and tackle shop
190287,3,Pick the event which is shorter than all the others.,drying off one's body,taking out the garbage,attending university,turning on an engine,repairing aircraft
319718,2,Daisy is cheer-leading. Rob is dancing. Cliff is resting. Which of them is most likely feeling calmness?,Rob,Daisy,Cliff,Charity,Joy
296237,2,April missed a call at 6 a.m.. She returned it 4 hours later. When did she return the call?,7 a.m.,11 p.m.,10 a.m.,2 a.m.,11 a.m.
264066,2,Duke bet Ginger that no excavation pit is a creature. Ginger is a farmhand. Duke is a wrangler. Which of them won the bet?,mathematician,Prime Minister,cowboy,farm worker,baker
319229,4,Daisy is In Position Fn akimbo pose. Daisy is glaring. Charity is creating a conceptual work. Which of them is most likely feeling inspiration?,Cliff,Rob,Daisy,Joy,Charity
320252,1,Rob is expressing pessimism regarding near-term prospects. Charity is laughing. Cliff is blushing. Which of them is most likely feeling enjoyment?,Daisy,Charity,Cliff,Rob,Joy
328667,1,Pick the thing which is usually slower than the others.,golf cart,starfish,Formula 1 race car,Boeing 747,Porsche 911 Series
189604,1,Pick the one which is usually tinier than the others.,coffin,melodica,manger,file cabinet,suitcase
262214,2,"In Dill town, you can only buy office products at Pepper's Store, and you can only buy flesh at Carrot's Store. In a strange coincidence, any time Basil is at Pepper's Store, Lily is at Carrot's Store, and any time he is at Carrot's Store, she is at Pepper's Store. Basil is buying crayons. Where is Lily?",Pepper's Store,Rose's Store,Carrot's Store,Rosemary's Store,Cherry's Store
336204,0,"In Strange Town, you're only allowed to play a team sport in the theater district, you're only allowed to play a musical instrument in the shipyard, and you're only allowed to play a card game in the park. Cliff is playing volleyball. Where is Cliff?",the physical universe,the park,the forest,the botanical garden,the shipyard
260008,0,"Cherry needs magnolias, lures, and board games. She already has board games and magnolias. Where should she go?",bait and tackle shop,butcher shop,hair salon,farmer's market,grocery store
260050,4,"Cherry needs lilacs, Bourbon bourbon, and Nike running shoes. She already has Bourbon bourbon and lilacs. Where should she go?",hair salon,lawn and garden store,art supply store,fruits and vegetables market,shoe store
263134,1,Duke bet Ginger that no horse is an appetizer. Ginger is a cosmetic surgeon. Duke is a farmer. Which of them won the bet?,firefighter,farmer,babysiter,cosmetic surgeon,real estate agent
300894,2,Charity rejected Will. Cliff counseled Will. Who made Will feel angry?,Rob,Cliff,Charity,Joy,Daisy
329206,1,Which of these is usually faster than the others?,sofa,Yak,Segway,golf cart,riding mower
264395,1,"Given that in order for an animal to perform an animal activity, it must have a sweat gland, in order for an animal to play the doer role in ______, it must have a sweat gland.",standing up,secretion of sweat,visual perception,emission of light in an organism,perching
263377,3,Ginger bet Duke that no ready-to-eat food is a machine tool. Ginger is a researcher. Duke is a pediatric medicine specialist. Which of them won the bet?,basketball coach,pediatrician,maid,researcher,soldier
263812,4,Ginger bet Duke that no Pie crust crab is a knuckle. Ginger is a valuator. Duke is a barman. Which of them won the bet?,bartender,fast-food cook,academic,construction worker,appraiser
296208,3,April missed a call at 3 a.m.. She returned it 7 hours later. When did she return the call?,4 p.m.,9 a.m.,6 p.m.,10 a.m.,4 a.m.
190094,2,Pick the thing which is usually the biggest.,clothes dryer,washing machine,quarter horse,oven,chest freezer
300955,3,Joy helped out Will. Charity incriminated Will. Who made Will feel grateful?,Cliff,Daisy,Charity,Joy,Rob
260136,4,"Cherry needs tackle boxes, Tylenol, and lollipops. She already has tackle boxes and Tylenol. Where should she go?",bicycle shop,lawn and garden store,liquor store,hair salon,confectionery
193533,2,The word “action” is written with ______ letters.,9,8,6,5,11
263975,4,Duke bet Ginger that no tree squirrel is bird. Ginger is a short-order cook. Duke is a construction worker. Which of them won the bet?,short-order cook,actor,contract killer,brewer,construction worker
295957,2,April missed a call at 1 a.m.. She returned it 4 hours later. When did she return the call?,3 a.m.,6 a.m.,5 a.m.,9 p.m.,9 a.m.
193290,4,How many letters are in the word “certificate”?,7,8,5,4,11
264108,0,Ginger bet Duke that no knife is a deadly weapon. Ginger is a short-order cook. Duke is a psychoanalyst. Which of them won the bet?,psychoanalyst,short-order cook,rancher,fisherman,assistant professor
295149,2,April missed a call at 5 p.m.. She returned it 4 hours later. When did she return the call?,3 p.m.,7 a.m.,9 p.m.,2 a.m.,noon
297094,0,"Only males who like cherries are allowed on the soccer team. Only females who like bananas are allowed on the basketball team. Daisy's grandson, Billie, likes all red fruits. Which team could Billie join?",the soccer team,the basketball team,the hockey team,the baseball team,the rugby team
263593,0,Duke bet Ginger that no potbellied pig is a farm animal. Ginger is a school teacher. Duke is a pipe fitter. Which of them won the bet?,school teacher,plumber,dairy worker,magician,Professional cook
294335,2,April received a letter in April. She answered it 10 months later. When did she answer the letter?,December,July,February,September,August
263615,1,Duke bet Ginger that no European anchovy is a Rough-skinned newt. Ginger is a controller. Duke is a mover. Which of them won the bet?,author,mover,accountant,prosecutor,retail sales clerk
289765,1,______ typically last 1 day.,changings a motor vehicle's oil,April eighths,centuries,huntings,Junes
295847,1,April missed a call at 2 a.m.. She returned it 4 hours later. When did she return the call?,7 a.m.,6 a.m.,11 a.m.,9 p.m.,noon
319218,1,Joy is giving. Cliff is making a puzzled expression. Rob is expressing distress. Which of them is most likely feeling surprise?,Rob,Cliff,Joy,Daisy,Charity
325064,4,"In U.S. summer, Rob visits the graveyard every day. In U.S. autumn, Rob visits the financial district every day. Where will Rob go on November 19?",the campground,the town square,the graveyard,the theater district,the financial district
189853,2,Which of the following isn't usually bigger than any of the others?,giraffe,two-car garage,quarter horse,ancient naval ship,car
319153,4,Joy is waiting. Cliff is pacing. Rob is jumping up and down. Which of them is most likely feeling pensiveness?,Daisy,Rob,Joy,Charity,Cliff
190207,2,Choose the event takes less time than all the others.,automobile repair,baseball game,telling jokes,singing an aria,car washing
265788,4,The serpent has ______ respiratory tracts.,2,7,3,8,1
214202,2,Calvin is an adherent of the Halal diet. Which of these would he not be willing to eat?,Mascarpone cheese,turnip,cheese fondue,pie,bagel
258799,0,"Cherry needs shampoos, Brussels sprouts, and acetylsalicylic acid. She already has shampoos and Brussels sprouts. Where should she go?",drugstore,hair salon,art supply store,bait and tackle shop,pet store
300720,3,Rob defamed Will. Charity glorified Will. Who made Will feel embarrassed?,Joy,Charity,Daisy,Rob,Cliff
190217,1,Pick the one which is typically smaller than all the others.,naval ship,silo,factory building,Egyptian pyramid,stadium
320826,3,Daisy is braining. Joy is rudeness. Cliff is guffawing. Which of them is most likely feeling irritation?,Charity,Cliff,Rob,Joy,Daisy
260428,4,"In Dill town, you can only buy fruit at Carrot's Store, and you can only buy herbs at Rose's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Pepper's Store, and any time he is at Rose's Store, she is at Pepper's Store. Basil is buying durians. Where is Lily?",Rosemary's Store,Carrot's Store,Cherry's Store,Rose's Store,Pepper's Store
263694,2,Ginger bet Duke that no forest is an American mink. Ginger is a prestidigitator. Duke is a sitter. Which of them won the bet?,babysiter,school teacher,magician,travel agent,basketball coach
214499,3,"I follow the Halal diet, so I don't eat ______?",kale,Gruyere cheese,cereal,Rh negative,Blue Castello cheese
320978,1,"In Purple Town, every pet store is light mint green, every sweet shop is Paris green, and every clothing shop is violet carmine. Amythest needs candy. What color store could she get it at?",purple,bright emerald green,yellow,slate purple,light mint green
263578,4,Ginger bet Duke that no egg salad is a slightly breezy location. Ginger is a beer maker. Duke is a psychoanalyst. Which of them won the bet?,psychoanalyst,magician,appraiser,retail sales clerk,brewer
194231,1,The word “mouse” has how many letters?,8,5,10,11,7
328364,0,Pick the thing which is usually the slowest.,diesel locomotive,bullet train,F-16 fighting falcon,steam locomotive,go cart
196969,1,The word “eel” is written with ______ letters.,8,3,6,7,9
320351,2,Joy is embracing. Cliff is joking. Charity is expressing gratitude. Which of them is most likely feeling camaraderie?,Joy,Rob,Cliff,Charity,Daisy
328434,4,Pick the thing which isn't usually faster than any of the others.,bullet train,Porsche 911 Series,steam locomotive,B-52 bomber,Snow leopard
319367,1,Rob is looking longingly. Daisy is throwing flowers. Charity is scowling. Which of them is most likely feeling adulation?,Charity,Daisy,Cliff,Rob,Joy
320300,2,Charity is putting aside conventions. Cliff is twitching. Charity is looking hopeful. Which of them is most likely feeling fright?,Joy,Daisy,Cliff,Charity,Rob
263467,4,Ginger bet Duke that no ancient civilization is a narwhal. Ginger is a prestidigitator. Duke is a priest. Which of them won the bet?,banker,maid,pianist,priest,magician
319530,2,Charity is apologizing. Daisy is expressing sympathy. Daisy is looking surprised. Which of them is most likely feeling regret?,Cliff,Rob,Charity,Joy,Daisy
320329,4,Cliff is involuntary body movement. Charity is observing. Daisy is saluting. Which of them is most likely feeling esteem?,Cliff,Rob,Joy,Charity,Daisy
262880,4,"In Dill town, you can only buy grains at Pepper's Store, and you can only buy herbs at Carrot's Store. In a strange coincidence, any time Basil is at Pepper's Store, Lily is at Carrot's Store, and any time he is at Carrot's Store, she is at Carrot's Store. Basil is buying fennel. Where is Lily?",Rose's Store,Pepper's Store,Cherry's Store,Rosemary's Store,Carrot's Store
336299,3,"In Strange Town, you're only allowed to play a team sport in the theater district, you're only allowed to attend entertainment events in the graveyard, and you're only allowed to play board games in the town square. Rob is watching a stage production. Where is Rob?",the financial district,the theater district,the campground,the graveyard,the town square
336253,2,"In Strange Town, you're only allowed to play board games in the park, you're only allowed to attend entertainment events in the botanical garden, and you're only allowed to engage in politics in the town square. Rob is playing Mahjong. Where is Rob?",the park,the town square,the physical universe,the graveyard,the shipyard
320931,1,"In Green Town, every haberdashery is carmine lakey, every furniture store is pale cerulean blue, and every toy store is pale brown. Olive needs a wooden horse. What color store could she get it at?",fuchsia rose,grayish orange,green,brown,light blue
336261,4,"In Strange Town, you're only allowed to play a team sport in the financial district, you're only allowed to play a musical instrument in the botanical garden, and you're only allowed to play board games in the town square. Cliff is playing Parcheesi. Where is Cliff?",the financial district,the town square,the campground,the graveyard,the physical universe
241284,2,A Portuguese Water Dog is normally smaller in size than ______.,a tea cup,a cat,a shopping mall,a Pomeranian,a disposable cigarette lighter
320736,2,Charity is origami. Daisy is punishing. Rob is flamenco dancing. Which of them is most likely feeling peace?,Cliff,Joy,Charity,Daisy,Rob
263768,2,Duke bet Ginger that no blood vessel is a gas. Ginger is a cowboy. Duke is a CIA agent. Which of them won the bet?,school teacher,prosecutor,CIA agent,U.S. Navy seal,cowboy
329221,2,Pick the thing which is usually the fastest.,golf cart,riding mower,dump truck,Segway,parked car
197308,2,Writing the word “cicada” requires writing ______ letters.,5,10,6,8,9
263403,3,Ginger bet Duke that no knuckle is an Orinoco goose. Ginger is a mathematician. Duke is a doorman. Which of them won the bet?,short-order cook,doorman,lead guitarist,mathematician,banker
319630,2,Cliff is solacing. Rob is extending hand to shake. Daisy is chastising. Which of them is most likely feeling reproach?,Rob,Charity,Daisy,Cliff,Joy
295605,1,April missed a call at 1 p.m.. She returned it 4 hours later. When did she return the call?,6 p.m.,5 p.m.,7 a.m.,1 a.m.,2 a.m.
336546,4,Cliff hugged Rob. Daisy incriminated Cliff. Who did something affecting Cliff?,Rob,Charity,Cliff,Joy,Daisy
295709,2,April missed a call at 2 p.m.. She returned it 9 hours later. When did she return the call?,10 p.m.,5 a.m.,11 p.m.,1 p.m.,7 a.m.
320231,4,Charity is celebrating. Charity is expressing anger. Joy is classical Indian dancing. Which of them is most likely feeling entertainment?,Charity,Rob,Daisy,Cliff,Joy
320365,0,Daisy is expressing feeling offended. Daisy is pacing. Joy is bellowing. Which of them is most likely feeling anguish?,Joy,Rob,Daisy,Charity,Cliff
265883,0,Kitty is a koi. How many eyeballs does she have?,2,3,10,5,1
329431,2,Pick the one which is usually slower than the others.,Segway,dump truck,riding mower,dirt bike,Ford Mustang
263726,4,Duke bet Ginger that no rock climber is a dairy worker. Ginger is an astronomer. Duke is a drummer. Which of them won the bet?,migrant farm worker,U.S. Navy seal,drummer,dairy worker,astronomer
297139,1,"Only males who like McIntosh apples are allowed on the hockey team. Only females who like mangos are allowed on the rugby team. Daisy's sister-in-law, Billie, likes all ocher fruits. Which team could Billie join?",the hockey team,the rugby team,the basketball team,the soccer team,the baseball team
294436,2,April missed a call at 2 a.m.. She returned it 5 hours later. When did she return the call?,8 p.m.,10 p.m.,7 a.m.,12 a.m.,noon
